    ,InsuranceType,DateFrom,DateTo,Status,InsurancePolicyNo,ChassisNumber
ACZ 2656,,01-04-18,31-03-19,,,LZZ5ELND7EA791374
ADD 5362,,01-04-20,31-03-21,,,LZZ5ELND5EA791373
ACZ 2661,,01-04-20,31-03-21,,,LZZ5ELND2EA791377
ACZ 6698,,01-04-18,31-03-19,,,LZZ5ELND8EN896966
ADD 5354,,01-04-20,31-03-21,,,LZZ5ELND4EA791378
ACZ 6664,,01-04-18,31-03-19,,,LZZ5ELNDXN896967
ACZ 6685,,01-04-18,31-03-19,,,LZZ5ELND4EN896964
ACZ 6693,,01-04-18,31-03-19,,,LZZ5ELND6EN896965
BAB 6716,,01-04-18,30-06-18,,,LZZ5ELND9FN073836
BAB 6715,,01-04-18,30-06-18,,,LZZ5ELND0FN073837
BAB 6602,,01-04-18,31-03-19,,,LZZ5ELND2FN073838
BAB 6722,,01-04-18,30-06-18,,,LZZ5ELND4FN073839
BAB 6711,,01-04-18,30-06-18,,,LZZ5ELND0FN073840
BAB 6720,,01-04-18,30-06-18,,,LZZ5ELND2FN073841
BAB 6603,,01-04-18,30-06-18,,,LZZ5ELND4FN073842
BAB 6729,,01-04-18,30-06-18,,,LZZ5ELND6FN073843
BAB 7581,,01-04-18,30-06-18,,,LZZ5ELND8FN073844
BAB 6721,,01-04-18,30-06-18,,,LZZ5ELNDXFN073845
BAB 6730,,01-04-18,30-06-18,,,LZZ5ELND1FN073846
BAB 6731,,01-04-18,30-06-18,,,LZZ5ELND3FN073847
BAB 6719,,01-04-18,30-06-18,,,LZZ5ELND5FN073848
BAB 6604,,01-04-18,30-06-18,,,LZZ5ELND7FN073849
BAC 2395,,01-04-18,30-06-18,,,LZZ5ELND4FN081794
BAC 2399,,01-04-18,30-06-18,,,LZZ5ELNDXFN081797
BAC 2402,,01-04-18,30-06-18,,,LZZ5ELND3FN081799
BAC 3611,,01-04-18,30-06-18,,,LZZ5ELNDXFN081802
BAC 2407,,01-04-18,30-06-18,,,LZZ5ELND5FN081805
BAC 2408,,01-04-18,30-06-18,,,LZZ5ELND7FN081806
ACP 925,,01-04-18,31-03-19,,,LZZ5BLM47A299657
ACP 6269,,01-04-20,31-03-21,,,LZZABLMF9BC505279
ALP 640,,01-04-20,31-03-21,,,LZZ5BLMFXDN823902
ALP 472,,01-04-20,31-03-21,,,LZZ5BLMF5DN823905
ALP 701,,01-04-20,31-03-21,,,LZZ5BLMF7DN823906
ALP 668,,01-04-18,31-03-19,,,LZZ5BLMF6DN823895
ALP 471,,01-04-18,31-03-19,,,LZZ5BLMFXDN823897
ADD 7321,,01-04-18,31-03-19,,,LZZABLMF7EC192652
ACZ 758,,01-04-18,31-03-19,,,LZZ5BLMF27A314219
ACZ 757,,01-04-18,31-03-19,,,LZZ5BLMF27A299656
AOB 2415,,01-04-18,31-03-19,,,LZZ5BLMF7EA785103
BAD 5057,,01-04-18,31-03-19,,,LZZ5BLMF7FN074866
BAD 3773,,01-04-18,31-03-19,,,LZZ5BLMF0FN074868
BAD 2827,,01-04-18,31-03-19,,,LZZ5BLMF9FN074870
ADD 5570,,01-04-18,31-03-19,,,LZZ5BLMFXEN891750
BAD 2669,,01-04-20,31-03-21,,,LZZ5BLMF2FN074872
ALP 3087,,01-04-20,31-03-21,,,LZZ5CLSB1DA750648
ALT 1271,,01-04-20,31-03-21,,,LZZ5CLSBXDA766279
ALT 1483,,01-04-20,31-03-21,,,LZZ5CLSB8DA766281
ALT 1261,,01-04-20,31-03-21,,,LZZ5CLSB8DA766278
ALP 4085T,,01-04-20,31-03-21,,,LRJP13398D2008244
ALR 7343,,01-04-20,31-03-21,,,LJRB13395D2014951
ALR 7344,,01-04-20,31-03-21,,,LJRB13397D2014952
ADD 7402T,,01-04-18,31-03-19,,,LRJ98RG30EK003158
ADD 7320,,01-04-18,31-03-19,,,LZZ5CLSB0EW875788
BAB 6717T,,01-04-20,31-03-21,,,LRJ98RG34FK006064
ALP 1264,,01-04-20,31-03-21,,,LZZ5BLND97N820202
ADD 4810,,01-04-20,31-03-21,,,LZZ5BLND07D861825
BAF 3502ZM,,01-04-20,31-03-21,,,LZZ5BLND7GN191474
ACR 570,,01-04-18,31-03-19,,,ADMFTR33M6Z482738
ADD 4798,,16-07-19,30-09-19,,1355534,LZZ5BLMF4EN887306
ACP 6249,,01-04-18,31-03-19,,,LGHXLG3X2B7004910
ACP 6256,,01-04-20,31-03-21,,,LGHXLG3X4B7004911
ALP 2109,,01-04-18,31-03-19,,,LGHXGGHN5C7002324
ADD 5569,,01-04-20,31-03-21,,,LGHXFGHP8EH110180
ADD 5668,,01-04-18,31-03-19,,,LGHXFGHPOEH110173
ALV 4650,,01-04-20,31-03-21,,1571370,LZZMBBGF6DC169882
TRN000037669,,01-04-18,31-03-19,,,LXGCPA291GA007606
BAG 4951ZM,,01-01-19,31-03-19,,,LXGCPA291GA007606
BAF 5550,,01-04-20,31-03-21,,,LZZ5BLND7GA178537
BAD 2579,,01-04-20,31-03-21,,,LZZ5BBMH5FN075140
BAF 223,,01-04-20,31-03-21,,,LXGCPA290GA003885
….,,01-04-18,31-03-19,,,LJRB13393D2014947
ALK 1999,,01-04-20,31-03-21,,,GD1JLP13292
ACM 9827,,01-04-20,31-03-21,,,MR0GR19G40732618
ACM 9826,,01-04-18,31-03-19,,,MR0CS12G700031688
ACM 9828,,01-04-20,31-03-21,,,MR0GR19G60732801
ALG 393,,01-04-20,31-03-21,,1571365,AHTDR22GX05523934
ALF 8905,,01-04-18,31-03-19,,,AHTDR22G205523667
ABX 2333,,01-04-20,31-03-21,,,AHTFZ29G809045388
ALH 6747,,01-04-20,31-03-21,,,6FPPXXMJ2PCC56408
ALL 4978,,01-04-20,31-03-21,,,ADNAJUD22Z0033823
ALL 4979,,01-04-20,31-03-21,,,ADNAJUD22Z0033675
ALL 6487,,01-04-20,31-03-21,,,6FPGXXMJ2GDP14553
ALL 6488,,01-04-18,31-03-19,,,6FPGXXMJ2GDP14233
ALM 574,,01-04-20,31-03-21,,,6FPNXXMJ2NDP11762
ALP 1767,,01-04-20,31-03-21,,,ADNAJUD22Z0038123
ALL 4981,,01-04-18,31-03-19,,,ADNAJUD22Z0033909
ALG 8166,,01-04-18,31-03-19,,,AHTZZ69G605017150
BAE 6523,,01-04-20,31-03-21,,,AHTHZ3CD000840890
ALZ 295,,01-04-18,31-03-19,,,AHTYZ59G708028842
BAD 6310,,01-04-20,31-03-21,,,AHTHZ3CDX00840184
BAG 90ZM,,01-04-20,31-03-21,,,JTEBR3FJ80K058129
ACX 6001,,01-04-20,31-03-21,,,AHTCS12G707523114
ACX 6703,,01-04-20,31-03-21,,,AHTCS12G507531034
ALR 9811,,01-04-20,31-03-21,,,AHTFZ29G009106913
ACX 8762,,01-04-18,31-03-19,,,AHTCS12G50753449
ALT 7275,,01-04-20,31-03-21,,1571331,6FPNXXMJ2NDE56553
BAA 82,,01-04-18,31-03-19,,,AHTFZ29G709123448
BAA 1991,,01-04-20,31-03-21,,,AHTFZ29G809121806
BAA 1965,,01-04-20,31-03-21,,,AHTFZ29G609126275
BAA 1990,,01-04-18,31-03-19,,,AHTDR22G505535294
BAA 1992,,01-04-20,31-03-21,,,AHTDR22G405535366
ACP 27,,01-04-20,31-03-21,,,FK615H-510084
ADD 8746,,01-04-20,31-03-21,,,LZZ5BADC9FE544325
BAD 2582,,01-04-20,31-03-21,,,LZZ5BADC6FE544329
ALZ 7365,,01-04-20,31-03-21,,1571330,AHTYZ59G508027348
ALP 2143,,01-04-20,31-03-21,,,ADNAJUD22Z0038051
ALH 8531,,01-04-20,31-03-21,,,ADMFTR33M6Z482737
ADD 7376T,,01-04-20,31-03-21,,,LRJ98RG39EK003157
ACM 9501,,01-04-18,31-03-19,,,MROCS12GX00019339
BAB 6602,,01-04-18,30-06-18,,,LZZ5ELND2FN073838
BCB 224ZM,,01-04-20,31-03-21,,1571749,492051G5R700800
BCB 406ZM,,07-11-19,31-12-19,,612093,492051G5R700808
ACT 6244,,01-04-20,31-03-21,,1571412,WBAFG82060LG99120
ALB 6431,,01-04-20,31-03-21,,1571427,AFATXXMJ2TBC00193
BAD 1893,,01-04-20,31-03-21,,1571425,LVBV6PEC0EL006163
11AT111,,01-04-18,31-03-19,,,V78W-0002910
AJD 7255,,20-04-20,31-03-21,,1571923,ADM2RD8SCF3522169
ALB 863,,01-04-18,31-03-19,,,AFATXXMJ2TAP00496
ALK 7247,,01-04-20,31-03-21,,1571407,RZH112-1017840
ALD 9819,,01-04-20,31-03-21,,1571422,LVBV4JBB5BJ029458
BAA 9996,,01-04-20,31-03-21,,1571419,LVBV6PEC9EL019543
ALD 9888,,01-04-20,31-03-21,,1571424,LVBV4JBB5BJ029198
ALB 3281,,01-04-18,31-03-19,,1571406,AFATXXMJ2TAR00042
ALE 6718,,01-04-20,31-03-21,,1571421,LVBV6PEC2BL038110
BAA 7080,,01-04-20,31-03-21,,1571420,LVBV6PEC7EH016904
ALD 9470,,01-04-20,31-03-21,,1571423,LVBV4JBB8BJ026134
ALJ 8043T,,01-04-20,31-03-21,,1571448,GQSHBO57200000041
ALJ 8044,,01-04-20,31-03-21,,1571418,LRDSMFJB8CL024251
,,,,,1224654,
ADD 8318,,01-04-20,31-03-21,,1571401,ANH20-8204717
ABZ 3752,,01-04-18,31-03-19,,,JTMHV05J504074281
ABL 923,,01-04-20,31-03-21,,1571415,AHTEZ39G307008035
BAE 9375,,01-04-20,31-03-21,,1571627,AHTHZ3CD800840748
BAE 9576,,01-04-20,31-03-21,,1571629,AHTHZ3CD600840831
BAE 9378,,01-04-20,31-03-21,,1571628,AHTHZ3CD800840846
BAH 2175ZM,,01-04-20,31-03-21,,,LVBV4JBBXGJ095379
BAH 2174ZM,,01-04-20,31-03-21,,,LVBV4JBB3HJ015003
BAH 2171ZM,,01-04-20,31-03-21,,,LVBV4JBB5GJ095371
BAG 6488ZM,,29-03-18,31-03-19,,,ANH10-0006669
BAB8263,,01-04-18,31-03-19,,,SH1FDG10334
BAB8058T,,01-04-18,31-03-19,,,FVA133H-02034
ALL2941,,03-10-17,30-09-18,,,LZZ5CLMB1CN801487
BAH2392ZM,,01-01-20,31-12-20,,1571001,AHTJA3GS000221661
,,,,,,
BAD 1016,,04-04-18,31-03-19,,,AFAPXXMJ2PCK50343
BAF329,,28-02-20,31-12-20,,1224693,ANH15-0033460
AIB2959,,04-04-18,31-03-19,,1224694,MCU30-0003516
BAE 2948,,01-04-20,31-03-21,,1571774,LVAV2KBB1FJ014848
ALD  6906,,04-04-18,30-06-19,,,NZE121-3273162
BAD 251,,05-04-18,31-03-19,,1224709,GX110-6096308
AGA 195 MC,,06-04-18,31-12-18,,,MNH 100D23436
ALL 6500,,05-04-18,31-03-19,,,TRJ120-5008523
ALC 8079,,01-04-20,31-03-21,,1571684,TBA
BAF 1116ZM,,12-04-18,31-03-19,,,FC3JLD-10431
BAH 2584ZM,,01-04-20,31-03-21,,,AHTHA3CD203421929
BAH3954ZM,,17-04-18,31-03-19,,1224734,MAT544152H7K16328
BAH3446ZM,,01-04-20,31-03-21,,1571410,AHTFB8CD903870672
BAH3447ZM,,01-04-20,31-03-21,,1571409,AHTFB8CD103870715
BAH3871ZM,,01-04-20,31-03-21,,1571414,LZGJRJR64HX146291
,,,,,,
,,,,,,
BAH3883ZM,,01-04-20,31-03-21,,1571416,LZGJRJR66HX146292
BAH 3886ZM,,20-04-18,31-03-19,,,LA9A5CC22D0HTZ005
BAF 2707ZM,,17-07-19,31-03-20,,1355536,AHTKZ3FS000200436
BAF 3280ZM,,17-07-19,31-03-20,,1355535,AHTKZ3FS400200214
BAH 4199ZM,,01-04-20,31-03-21,,1571378,6FPPXXMJ2PJY56329
TBA 78,,01-04-20,31-03-21,,1571436,LGAX2A125G4055462
T   B    A,,27-04-18,31-03-19,,,LGAX2A125G4055462
T    B    A,,27-04-18,31-03-19,,,LGAX2A125HL403025
BAH 4248ZM,,01-04-20,31-03-21,,,AHTHA3CDX03422293
BAH4469ZM,,01-04-20,31-03-21,,1571377,6FPPXXMJ2PHE44243
 T   B    A,,11-05-18,16-05-18,,,LVBV6PEC0HH027487
GRZ 1-3479,,15-05-18,31-12-18,,,DF604000031713930
GRZ 1-3481,,15-05-18,31-12-18,,,DF604000031713928
GRZ 1-3472,,15-05-18,31-12-18,,,DF604000031713936
GRZ 1-3471,,15-05-18,31-12-18,,,DF604000031713942
GRZ 1-3473,,15-05-18,31-12-18,,,DF604000031713933
GRZ 1-3474,,15-05-18,31-12-18,,,DF604000031713938
GRZ 1-3475,,15-05-18,31-12-18,,,DF604000031713935
GRZ 1-3476,,15-05-18,31-12-18,,,DF604000031713934
GRZ 1-3477,,15-05-18,31-12-18,,,DF604000031713927
GRZ 1-3478,,15-05-18,31-12-18,,,DF604000031713928
BAH5486ZM,,01-04-20,31-03-21,,1571644,LZZ5ELND6HN284737
BAG4634ZM,,01-01-20,31-12-20,,1224762,LVBV4JBB9HJ019007
    TBA,,18-05-18,31-03-19,,,AHTKA3CD805310229
     TBA,,18-05-18,31-03-19,,,AHTKA3CD605310276
       TBA,,18-05-18,31-03-19,,,AHTKA3CD905310210
      TBA,,18-05-18,31-03-19,,,AHTKA3CD705310271
       TBA,,18-05-18,31-03-19,,,JTMHV02J904212012
        TBA,,18-05-18,31-03-19,,,JTMHV02JX04237422
ABL9582,,18-05-18,31-03-19,,1224769,AHTFZ29G609019050
AQB337,,05-07-19,30-06-20,,1355526,V93W-0001503
,,01-07-18,30-06-19,,,
AHB 5435ZM,,29-05-18,31-03-19,,,LZGJLJT45JX020245
AHB 5433ZM,,29-05-18,31-03-19,,,LZGJLJT49JX020247
AHB 5434ZM,,29-05-18,31-03-19,,,LZGJLJT47JX020246
AHB 5438ZM,,29-05-18,31-03-19,,,LZGJLJT42JX020249
AHB 5440ZM,,29-05-18,31-03-19,,,LZGJLJT49JX020250
AHB 5443ZM,,29-05-18,31-03-19,,,LZGJLJT41JX020257
AHB 5444ZM,,29-05-18,31-03-19,,,LZGJLJT4XJX020256
AHB 5445ZM,,29-05-18,31-03-19,,,LZGJLJT40JX020251
AHB 5446ZM,,29-05-18,31-03-19,,,LZGJLJT46JX020254
AHB 5447ZM,,29-05-18,31-03-19,,,LZGJLJT42JX020252
AHB 5448ZM,,29-05-18,31-03-19,,,LZGJLJT48JX020255
AHB 5441ZM,,29-05-18,31-03-19,,,LZGJLJT43JX020244
BAH 2688ZM,,01-06-18,30-06-19,,,JTMHV05J804242730
BAH 6432ZM,,31-05-18,30-06-19,,,ANH10-0070352
BAD 8663,,01-01-20,31-12-20,,1560570,6FPPXXMJ2PGK78904
BAH2688ZM,,01-07-19,30-06-20,,1355505,JTMHV05J804242730
BAF 2232ZM,,01-07-18,30-06-19,,,NT30-012174
,,,,,,
BAA 5289,,01-07-18,30-06-19,,,AHTFZ29G009120908
BAC 4859,,01-07-18,30-06-19,,,LVBV4JBBIEJ046423
ALG 270,,06-06-18,31-03-19,,,UF66M-201794
AHB 4656ZM,,01-07-18,30-06-19,,,LZGJLNR46HX031795
AHB 4541ZM,,01-07-18,30-06-19,,,LJRC12380G7005412
AHB 4542ZM,,01-07-18,30-06-19,,,LJRC12389G7005389
AHB 4543ZM,,01-07-18,30-06-19,,,LJRC12388G7005402
AHB 4544ZM,,01-07-18,30-06-19,,,LJRC12389G7005392
AHB 4546ZM,,01-07-18,30-06-19,,,LJRC12383G7005405
AHB 4547ZM,,01-07-18,30-06-19,,,LJRC12387G7005391
AHB 4548ZM,,01-07-18,30-06-19,,,LJRC12383G7005422
AHB 4549ZM,,01-07-18,30-06-19,,,LJRC12381G7005404
AHB 4545ZM,,01-07-18,30-06-19,,,LJRC12380G7005409
AHB 4550ZM,,01-07-18,30-06-19,,,LJRC12384G7005395
AHB 4551ZM,,01-07-18,30-06-19,,,LJRC12386G7005396
AHB 4552ZM,,01-07-18,30-06-19,,,LJRC12381G7005418
AHB 4553ZM,,01-07-18,30-06-19,,,LJRC12389G7005408
AHB 4554ZM,,01-07-18,30-06-19,,,LJRC12385G7005390
AHB 4555ZM,,01-07-18,30-06-19,,,LJRC12384G7005400
AHB 4556ZM,,01-07-18,30-06-19,,,LJRC12386G7005415
AHB 4557ZM,,01-07-18,30-06-19,,,LJRC12382G7005413
AHB 4558ZM,,01-07-18,30-06-19,,,LJRC1238XG7005403
AHB 4564ZM,,01-07-18,30-06-19,,,LZGJLNR40GX069442
AHB 4565ZM,,01-07-18,30-06-19,,,LZGJLNR41GX069420
AHB 4566ZM,,01-07-18,30-06-19,,,LZGJLNR41GX069434
AHB 4573ZM,,01-07-18,30-06-19,,,LZGJLNR4XGX069433
AHB 4567ZM,,01-07-18,30-06-19,,,LJRC12381G7005399
AHB 4568ZM,,01-07-18,30-06-19,,,LJRC12385G7005423
AHB 4569ZM,,01-07-18,30-06-19,,,LJRC12389G7005411
AHB 4570ZM,,01-07-18,30-06-19,,,LJRC12384G7005414
AHB 4571ZM,,01-07-18,30-06-19,,,LJRC12387G7005410
AHB 4572ZM,,01-07-18,30-06-19,,,LJRC12388G7005416
AHB 4622ZM,,01-07-18,30-06-19,,,LZGJLNR41HX031798
AHB 4623ZM,,01-07-18,30-06-19,,,LJRC12387H7005148
AHB 4624ZM,,01-07-18,30-06-19,,,LJRC12383H7005146
AHB 4625ZM,,01-07-18,30-06-19,,,LJRC12388H7005143
AHB 4626ZM,,01-07-18,30-06-19,,,LJRC12389H7005149
AHB 4627ZM,,01-07-18,30-06-19,,,LZGJLNR4XHX031797
AHB 4628ZM,,01-07-18,30-06-19,,,LZGJLNR48HX031796
BAA5880,,01-07-19,30-06-20,,1354921,LVAV2MBB2FJ005314
ALF 2810,,01-01-20,31-12-20,,1570563,LGDTM91L1AB141373
ALM 8110,,01-07-18,30-06-19,,,LVAV2MBB2DJ002023
AHB 5474ZM,,08-06-18,31-03-19,,,LZGJLJT4XJX020239
AHB 5475ZM,,08-06-18,31-03-19,,,LZGJLJT46JX020237
AHB 5473ZM,,08-06-18,31-03-19,,,LZGJLJT48JX020238
AHB 5476ZM,,08-06-18,31-03-19,,,LJRC12385H7005617
AHB 5477ZM,,08-06-18,31-03-19,,,LJRC12389H7005619
AHB 5478ZM,,08-06-18,31-03-19,,,LJRC12387H7005618
BAF 2984ZM,,01-07-18,30-06-19,,,AHTKA3FS400615492
ALP 7170,,01-07-18,31-12-18,,,ZZE122-3046039
ALZ 5795,,01-07-18,30-06-19,,,NZE141-6011002
AHB 5479ZM,,08-06-18,31-03-19,,,LJRC1238XH7005645
AHB 5480ZM,,08-06-18,31-03-19,,,LJRC12386H7005609
AHB 5483ZM,,08-06-18,31-03-19,,,LJRC12387H7005621
AHB 5484ZM,,08-06-18,31-03-19,,,LJRC12384H7005611
AHB 5485ZM,,08-06-18,31-03-19,,,LJRC12386H7005612
AHB 5486ZM,,08-06-18,31-03-19,,,LJRC12382H7005610
AHB 5487ZM,,08-06-18,31-03-19,,,LJRC12387H7005604
AHB 5488ZM,,08-06-18,31-03-19,,,LZGJLJT4XJX020242
AHB 5489ZM,,08-06-18,31-03-19,,,LZGJLJT41JX020243
AHB 5490ZM,,08-06-18,31-03-19,,,LJRC12385H7005603
AHB 5495ZM,,08-06-18,31-03-19,,,LJRC12389H7005605
AHB 5494ZM,,08-06-18,31-03-19,,,LJRC12380H7005606
AHB 5492ZM,,08-06-18,31-03-19,,,LJRC12383H7005616
AHB 5491ZM,,08-06-18,31-03-19,,,LJRC12381H7005615
AHB5498ZM,,08-06-18,31-03-19,,1224939,LZGJLJT46JX020240
AHB5497ZM,,08-06-18,31-03-19,,1224940,LJRC12385H7005620
AHB5493ZM,,08-06-18,31-03-19,,1224941,LJRC12382H7005607
ALR9137,,01-07-18,31-03-19,,1224942,LST9400J6A0106027
ALR6993,,01-07-18,31-03-19,,1224943,LST9400J6A0106030
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
BAC 5878,,22-10-19,30-09-20,,1571374,AHTFZ29G609143805
,,,,,,
BAD 2283,,01-04-20,31-03-21,,1571776,XZU411-0008967
ABZ 8170,,01-07-18,30-06-19,,,SXA11-7011691
BAF 2746ZM,,01-07-19,30-06-20,,1355114,CW5W-0024218
BCA 9392ZM,,06-11-19,30-09-20,,1570216,JTEBH3FJ20K065306
,,,,,,
,,,,,,
BAB 1999,,01-07-19,30-06-20,,,1J8H1E8257Y580675
ACM 2263,,01-07-19,30-06-20,,,AHTLB56E903067432
BAF 4049ZM,,01-07-19,30-06-20,,1354944,L1C49HRP7H0000033
BAF 4081ZM,,01-07-19,30-06-20,,1354945,LZZ5CLSB8HD227891
ALL 6113,,01-07-18,30-06-19,,,ACA21-0234883
ABZ 5346,,01-07-18,30-06-19,,,SXU15-0002909
ABX 9308,,01-07-18,30-06-19,,,AFATXXMJ2TAM01122
ALL2755,,01-07-18,30-06-19,,,ACZ40-3145954
ALL3197,,01-07-19,30-06-20,,1354957,AHTFR22G006072371
AEB666,,01-07-19,30-06-20,,1354958,FSR34M4-7000501
BAH 5623ZM,,01-01-20,31-12-20,,,LVBV6PEC2HH027488
BAH5584ZM,,01-07-18,30-06-19,,,LVBV6PEC0HH027490
BAH6583ZM,,01-07-18,30-06-19,,,LVBV6PEC2HH027491
ACX8088,,01-07-18,30-06-19,,,LVBV6PEC4DL024938
ACX 8088,,01-07-18,30-06-19,,,LVBV6PEC4DL024938
BAA 2889,,01-07-18,30-06-19,,,AHTFR22G7D6095808
ALB 7158,,01-07-18,30-06-19,,,JMYLNV96WAJ001422
ADD 9855,,01-07-18,30-06-19,,,MNBAXXMAWAFM31147
,,,,,,
BAB8788,,01-07-19,30-06-20,,,WVWZZZ1KZ-7M005686
BAF3927ZM,,01-07-19,30-06-20,,,HDJ101-0021515
"BAF6395ZM
6395ZM",,01-07-19,30-06-20,,,MROFZ22G9O1085051
BAF6395ZM,,01-07-19,30-06-20,,,MROFZ22G9O1085051
BAF 3927ZM,,01-07-18,30-06-19,,,HDJ101-0021515
,,,,,,
BAB 8788,,01-07-18,30-06-19,,,WVWZZZ1KZ-7M005686
,,,,,,
ADC 8695,,01-07-18,30-06-19,,,NZE121-3289401
ALE 2618,,01-07-18,30-06-19,,,WDB9505392K741744
BAI 6559ZM,,01-07-18,30-06-19,,,NZT240
BAD 8507,,01-07-18,30-06-19,,,ME4JF505CGUO20575
BAG 4232ZM,,01-07-18,30-06-19,,,
ALC 5015,,01-07-18,30-06-19,,,AE110-5278620
ALX 1075,,01-07-18,30-06-19,,,VNKJV18300A309432
BAH7704ZM,,01-07-19,30-06-20,,,ADNAPGD22ZR076623
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
BAH6406ZM,,01-01-20,31-12-20,,,FD2JLB-14002
,,,,,,
BAH 6406ZM,,01-07-19,31-12-19,,,FD2JLB-14002
,,,,,,
,,,,,,
,,,,,,
BAG4232ZM,,01-07-18,30-06-19,,,MAT505252H8G14752
BAF6559ZM,,01-07-18,30-06-19,,,NZT240-0059925
BAG4233ZM,,01-07-18,30-06-19,,,MAT505252H8G14795
BAD 8507,,01-07-18,30-06-19,,,ME4JF505CGU020575
BAF6559ZM,,01-07-18,30-06-19,,,NZT240-0059925
ALE 2618,,01-07-18,30-06-19,,,WDB9505392K741744
ALC 5615,,01-07-18,30-06-19,,,AE110-5278620
ALV 8140,,01-07-18,30-06-19,,,JTKKH16460J002937
ADC 8695,,01-07-18,30-06-19,,,NZE121-3289401
ALX 1075,,01-07-18,30-06-19,,,VNKJV1830A309432
ALV 7945,,01-07-18,30-06-19,,,JAAN1R70T47100189
BAG8700ZM,,01-01-20,31-12-20,,1570939,XZU411-0010120
ALH9343,,01-01-20,31-12-20,,1570940,TRH200-0037082
,,,,,,
,,,,,,
BAE2113,,25-06-18,30-09-18,,,LGAX2B138G6105967
,,,,,,
BAE2110,,25-06-18,30-09-18,,,LBZF46DA6G003697
BAF7547ZM,,25-06-18,30-09-18,,,LBZF46JB8GA005657
,,,,,,
,,,,,,
ALZ  9683,,25-06-18,30-06-19,,,LGAG4DY34E381229
ALT2888,,01-07-19,30-06-20,,1355451,ACA36-5016887
ALT2889,,01-07-19,30-06-20,,1355452,XZU420-0003829
BAF 4998ZM,,01-07-18,30-06-19,,,NZE121-0377059
ABM 786,,01-07-18,30-06-19,,,NZE121-3034154
BAF 6641ZM,,01-07-18,30-06-19,,,LA0940C31H0001056
BAF 6877ZM,,01-07-18,30-06-19,,,LZZ5CLSB1GD157228
BAH 6507ZM,,26-06-18,31-03-19,,,YV1CZ-91G841068716
BAH8888ZM,,01-07-19,30-06-20,,1225052,ANH10-0015317
BAH7765ZM,,01-07-19,30-06-20,,1225053,AHTEX39G007012467
ALL 7099,,01-07-18,30-09-18,,,RZJ95-0013291
BAC4389,,01-04-20,31-03-21,,1571402,ACA31-5011998
BAC3385,,01-04-20,31-03-21,,1571411,SALFA23A38HD062313
ML63ZM,,01-07-18,30-06-19,,,WDC1660742A089370
,,,,,,
ALD 2623,,01-07-19,30-06-20,,,AFATXXMJ2TBY16263
ALC 5483,,01-07-19,30-06-20,,,AFATXXMJ2TBL14861
BAA 9249,,01-07-19,30-06-20,,,LVAV2BMM5DJ053709
BAA 9623,,01-07-19,30-06-20,,,LVAV2MBB3DJ053711
ABT 5112,,01-07-19,30-06-20,,,WFODXXGBBD8T25910
ACX 9677,,01-07-19,30-06-20,,,LVBV6PEC2EH004417
BAD2135,,01-07-19,30-06-20,,,LVAV2MBB0GJ004194
ALM 7096,,01-07-18,30-06-19,,,ADMTFR54D5B286767
ALV 9747,,01-07-19,30-06-20,,,V78W-0007017
BAD 3420,,01-07-19,30-06-20,,,LGAX4B447FL302448
BAD 3419,,01-07-19,30-06-20,,,LGHC7C1H0F6107942
BAD 3376,,01-07-19,30-06-20,,,LGAX4B440FL302453
ACX 9680,,01-07-19,30-06-20,,,LVBV6PEC0EH004416
ACX 9678,,01-07-19,30-06-20,,,LVBV6PEC5EH004413
ALV 2730,,01-07-19,30-06-20,,,JN1CGUD22U0037362
BAF 4823ZM,,01-07-18,30-06-19,,,LVBV6PEC6GH023877
,,,,,,
,,,,,,
,,,,,,
AHB 5532ZM,,29-06-18,31-03-19,,1224941,LJRC12388H7005644
AHB 5533ZM,,29-06-18,31-03-19,,1224941,LZGJLJT48JX020241
,,,,,,
,,,,,,
,,,,,,
BAG3828ZM,,01-07-18,31-12-18,,,AFAPXXMJ2PHC16016
,,,,,,
,,,,,,
BAH8054ZM,,01-04-20,31-03-21,,,AHTHA3CD203422823
ALR4893,,01-07-18,30-06-19,,,AHTCS12G907617253
BAG 7981ZM,,05-07-18,30-06-19,,,ZZT240-5041847
BAA 9209,,01-07-19,30-06-20,,,LVAV2MBB1DJ053707
BAH8734ZM,,05-07-18,31-03-19,,,ACVL5VHR2H4006720
BAE9376,,01-04-20,31-03-21,,1571334,AHTHZ3CD400840844
BAH8654ZM,,01-07-19,30-06-20,,1355511,NZT240-0035140
BAH7848ZM,,06-07-18,30-06-19,,,RZY220-0003879
ALG1050,,04-07-19,30-06-20,,,6FPNXXMJ2NCC44802
BCA37,,06-07-18,30-06-19,,,LXGCPA2909A004246
,,,,,,
,,,,,,
BAH8887ZM,,07-07-18,30-06-19,,,LA9A5CC24D0HTZ006
,,,,,,
BAH8889ZM,,07-07-18,30-06-19,,,LZZ5CCNC47W847418
,,,,,,
AAA 2698,,09-07-18,30-09-18,,,JTEBH3FJ10K197960
ABX 2695,,01-01-20,31-12-20,,,JN1UCLY61Z0003476
,,,,,,
,,,,,,
,,,,,,
